user,post,apI,apII,apIII,apIV,apV,cpI,cpII,cpIII,cpIV,cpV,cpSP,postnum,seq
U7 ,"HI U5, Yes it was an OILS course for the summer. It was an amazing experience in Second Life. I would highly recommend the course to anyone and everyone. It was OILS 593 Exploring Advanced Interactive Virtual Technologies.
Let me know if you end up trying it and how it goes. I love it.",1,0,0,0,0,2,1,1,0,0,13,32,0.438356164
U4 ,"U5,
You make a great point about how culture really can be a matter of what or who we identify with. In my childhood, while i came from a two parent household, I spent a lot of time with relatives because my dad was working and my mother traveled during the summer when she was not teaching school. I had a lot of responsibilities as a young child when I had to travel on my own to stay with relatives for the summer. This experience made me different from others. I could not fit in with others accounts of their summers and spending it with their parents and siblings. I felt really weird about this as a child. As an adult, I've come to realize this experience helped me learn how to be independent. Today, my independence is extremely important to me both at home and at work. Societal norms don't always appreciate or consider traits and habits we learn. Culture in my experience is often in conflict with outside influence and expectations. My own experiences of being independent at such a young age (9 years old), supports my current learning style preferences, (self-motivated distance education courses). Maybe I am way off on this topic but the discussion so far has certainly made me think and wonder why I approach learning a certain way and what really drives me and my learning preferences? Are these questions asked by instructional designers everywhere?
U4",0,2,1,1,0,10,5,5,1,3,47,33,0.452054795
U5 ,"Hi U4, 
I think that every Instructional Designer comes to a point where they have to question how their personal culture influences the way they prefer to learn and even the way they choose to design courses. Designers also learn to ask the same question about their target audience. What drives my learners and how would they best absorb this information based on their learning preference? 
It is great that the discussion has made you stop to think about why you feel the way you do about certain learning climates. I constantly have to keep myself in check when designing user experiences. I want to create it the way that I would enjoy learning it. Awareness of my norms and societal norms is a good starting place. It is hard to not be biased in what you think the learner needs! 
Did that sort of answer your question?
U5 ",1,1,0,0,0,7,2,1,0,0,29,34,0.465753425
U10 ,"U16 you made an excellent point on how culture can be “right next door”. In the primary care clinic that I work at, I recognized that our staff comes from various cultural backgrounds despite the fact that the majority of them are from Albuquerque. To add to the equation, people who are patients of our clinic come from various cultural backgrounds as well. For example, a provider may see a patient who is homeless at 10:00 AM and an executive director who works at UNM Hospital at 11:00 AM.",1,1,0,0,0,6,3,3,0,0,19,35,0.479452055
U17 ,"U17’s Definition: Culture is the mindset, beliefs, and values held by a group of people.  Language is an important part of culture as it is how the group communicates.  Culture can be geographic made up of people with shared history.  It may also be cultivated within a community, such as an organization working together for a shared goal or a group of people from different locations coming together over shared interests (think Comic-Con).
U13-I wholeheartedly agree that culture is learned and not inherited.  As you said, culture is passed from one generation to another.  If children are taught tolerance and acceptance of differences, they will then teach their children to be tolerant and accepting.


U17’s Definition: e-Learning is technology assisted learning.  It is often referred to as online or distance learning.  e-Learning has expanded rapidly in recent years as it is convenient for non-traditional students or those who are far away from the institution from which they wish to learn.  This type of learning generally requires the student to be more self-motivated.
U14 and U16-You both reference the rise of e-learning during the 80s/90s with the availability of computers and the internet. As U14 mentioned, these things are now so commonplace that they are part of ""normal life.""  Googling has become a verb to look something up on the internet.  We essentially have access to everything we could ever want to know at the touch of our fingertips.  I like U16’s utility of e-learning that it allows, ""delivery of education"" (technology) ""to a large number of recipients at the same or different times"" (convenience and availability).



U13’s Question: ""Would developing eLearning and teaching models which match to the user's perception promote acceptance to eLearning in different cultures?""



U17's Answer:  In short, yes, but its complicated.  I think that matching teaching models/styles and technology (e-learning) to cultures would promote acceptance of these as effective learning tools.  However, think of the time, effort, and money that would go into personalizing education.  The reality of it is so much more complex than the idea.



This question reminded me of personalized medicine.  The idea that doctors can tailor drugs and treatments to an individual based on their genomic code is both exciting and scary.  Could we do the same with education?  I have concerns that the more we see ourselves as different, the less accepting we will become of others differences.  I agree with U14’s comment that catering to “one’s perception or vision of the world” may “reinforce their biases” and lead to a “more fragmented and divided society,” rather than the learning community one would hope it would become.



For more information on personalized medicine, see the link:  http://mayoresearch.mayo.edu/center-for-individualized-medicine/personalized-medicine.asp
Thanks,
U17",1,0,0,0,1,14,5,8,1,2,49,36,0.493150685
U18 ,"U17,
Thank you for sharing the link on Personalized Medicine. I appreciate your perspective on how we may drift away from accepting each others different cultural backgrounds if we personalized education to each learner. My initial thought was that it would be nice to accommodate each learner, however, like U14 said it could create biases within the learning community if we don't embrace our differences.
U18",1,0,1,0,0,5,3,1,1,0,21,37,0.506849315
U9 ,"U17, 
I appreciate your caution regarding the investment of time, effort and money.  Access to reliable communication/informational technology around the world is a challenge.  If future instructors/trainers reflect on cultural aspects of their audiences, and adapt their content accordingly, we can make enormous gains in promoting knowledge while sustaining cultural treasures. 
 
This philosophical approach to culture, I believe should not be limited to eLearning, but hopefully incorporated into wider teaching, employment, humanitarian and global practices.
 
Thank you for your perspective.
 
Joey   ",2,0,1,0,0,5,2,3,0,0,19,38,0.520547945
U19 ,"I agree with U13 that culture is learned, but I also do believe that it can be inherited as well. Maybe not genetically passed down through generation but I do agree that it is learned and also inherited. Culture to me is dependent on the individuals willingness to acquire as quoted by Edmundson (2007) ""knowledge, belief, art, morals, law, custom, and any other capabilities and habits as a member of society"". Of course I do believe that members of society may different in other countries to each race, ethnicity, etc. It's dependent on the individuals beliefs. 
Elearning is the ability for all types of society members to come together and learn. It's the ability to test boundaries and grow out of our comfort zones. Here again Edmundson (2007) quotes principles of Elearning students as looking at it as an adventure, and adapting to a new environment, along with open mindedness to try new things, as well as joining study groups and social groups. Looking at Elearning as a virtual community of culture can help individuals looking to participate in such an environment. 
To answer U13's question, I do believe that models unique to different cultural perspective would encourage a greater acceptance amongst different cultures to eLearning, however, I believe that the challenge that comes with the different perspectives in an eLearning course would be taken away if teaching models were created for unique cultures. It's the mix of various cultures being able to come together in an eLearning environment that makes eLearning much more acquiring of new information for those looking to seek it. 
-U19",1,2,2,0,0,11,6,5,1,0,36,39,0.534246575
U7 ,"Hi U19,
I think you put it best when you said, ""It's the mix of various cultures being able to come together in an eLearning environment that makes eLearning much more acquiring of new information for those looking to seek it."". I also agree that culture can be inherited. I have been reflecting on the concept of nature vs. nurture a lot lately. My son has never met his father, but lately has been displaying many of his mannerisms and interests. I believe culture to be similar in the way it can be so deeply ingrained in our belief system that certain behaviors and attitudes are naturally displayed ",2,0,0,0,0,9,2,2,0,0,24,40,0.547945205
U19 ,"U7, I can completely agree and what a wonderful example you gave. It's interesting to see the way that people tend to behave knowing that they have never met certain people. My boyfriend too has never met his father until recently, all be it he was already 26 when he did meet him but seeing the dynamic between their behaviors was really interesting. I saw a lot more of his father in him than his mother. And the irony there is he has an identical twin brother whose dynamic is more closely related to their mothers than it was their father. 
Very interesting to see how as you said the nature vs nurture concept plays a role in things like this. ",1,1,0,0,0,7,3,2,0,0,33,41,0.561643836
U20 ,"U13's definition of culture and eLearning _ U20
I wasn't sure where to respond and then realized the very first post said to respond to U13's initial post. So here it is...
U14 said culture is how we identify ourselves. U13 said it gives us a sense of direction. U18 explained culture as exposure that shapes the way we think. All of those are correct. I took a course on Wisdom in Spring this year and we had to define wisdom. Those qualities mentioned above defining culture are paramount to defining wisdom as well. The difference though is that some cultures can be toxic or unhealthy. For example; the drug culture. Whereas wisdom is looked at as beneficial for the greater good in some way. So I would like to add that culture can have a positive or negative impact on society.  
Tamera said something interesting, “that culture can be inherited, not genetically passed down but inherited.” I think that there is more that is genetically passed down than we give credit. If a family has a predisposition to anxiety, bipolar, albinism, cleft palate, intellectual disability to name a few; all those genetic factors can play a huge role in your culture. I think we can all agree that our life experiences do lead to a set of cultural beliefs. I would be interested to read more on adoptions studies and genetic influence on culture. I would argue that you can pass culture down genetically in some way. Unlike my argument that Culture is a genetic trait somehow.  Cultural DNA posits that the culmination of one’s life is their culture, but just as unique each individual is, so is their culture (Gunawardena, Frechette & Layne, 2019).
I think that ELearning is modern learning. Most industrialized cultures are highly dependent on electronic use. I see the world through American lenses and do not know enough of what is going outside of our borders but education in this country is heading toward an E based learning system. Recently I went to research at a local library and was told that I should look online.
My answer to U13’s question is simply, yes. If you market to a consumer, such as U14 mentioned, they will be more interested. It is an interesting thought of how to market to all cultures individually  in one course if we all do in fact have unique “cultural DNA.” 
--U20",0,1,1,1,1,18,7,8,2,1,53,42,0.575342466
U19 ,"U20, you give off a good argument, and I never really thought about genetics playing a role in culture. You mention, biploar, cleft, and other disabilities, could you possibly elaborate on how you see those things playing a role in someones culture? I am just trying to get a visual of how you see these affecting ones cultural perspective. 
Thank you for sharing.",2,0,0,0,1,4,1,1,0,1,15,43,0.589041096
U20 ,"U19- I have worked a lot with disabled populations and their disabilities play a big role in how they interact with the world. The individuals would get together with other individuals with disabilities in the workforce, for Special Olympics, they would have their own subculture. It was more accepting of people with disabilities. They’d laugh and have their caretakers and not care who was watching when they danced the “funky chicken.” It is a fun environment innocent. I’m not sure about the mental health aspect not comorbid with the disabilities I’d have to think more about how that could affect culture. I guess it would fall into the family culture like U7’s example of the twins who had not met their father and one who was like the father he never met. Let’s say for example he had a mental health issue that genetically was from his father. Let’s say anxiety and he was raised in a boisterous family but was an introvert and didn’t relate to that culture.
U14- When I read your post I thought “wow eLearning is an inferior form of ed.” That is a little harsh. However, after really thinking about it I honestly have this fleeting shame when I tell people I’m taking an online program. If I’m being honest. Thanks for sharing. Wonder what that is about, why does your family think that way? Why do I think that way? Hmm….
I’d much rather be having this conversation in a coffee shop with everyone face to face at this point. It is hard for me to judge if people are excited or talking in robot voices. No one is interrupting each other but I like when people interrupt and chime in with some aha moment.
U20",1,0,1,1,1,12,6,7,2,2,52,44,0.602739726
U14 ,"Thanks U20, I too question the value of this online degree. Especially when it feels old and inferior to technologies used in the in-person classroom. I think that is once reason why I am seeing modern private training program providing the laptop to the students. 
Different types of challenges for both environments. ",0,1,0,0,0,5,2,2,0,0,15,45,0.616438356
U6 ,"Hi U14 and U20, 
I feel the same way when I tell people about being in an online program. I took anywhere from 15 to 21 credit hours every semester during my undergrad programs while working full time and when I say my Master's is online people automatically assume I could not handle face to face courses or I am taking a less serious approach to obtain this degree. I know it should not matter what others think, but it does make me feel somewhat shameful in a way, even though I know we have much more work online and this program is going to be amazing. Thanks for sharing U14 and U20.",0,1,0,0,0,6,2,1,0,0,28,46,0.630136986
U13,"Hi U20,
Great post response.  I really like your thought on eLearning as a virtual community of culture.  As simple as online learning may appear, it is still a struggle for some students.  Your concept of a virtual community would certainly lessen the angst some students feel about technology.  Thank you again and I look forward to furthering our discussion posts and the dialogue they produce.

U13 P.",1,0,0,0,0,5,1,0,0,0,15,47,0.643835616
U21 ,"U13, 
Sorry I posted before you I was just getting too nervous waiting for your post especially since it was the day before the post was due. As for your definition, beautifully thought out! And it was a great way of saying it. Because it is true, everyone has their own way of showing and believing in culture. As for your question, I think that is what is already happening in online courses wouldn't you say? I mean it is hard to teach and match to each learners perception, but for the most part instructors are teaching to meet everyones needs and to get them to accept the online ways regardless of their culture. It can be hard to meet everyones cultural needs but I feel that for the most part it is met. .. most part... thanks for sharing. ",1,1,1,0,0,10,6,5,0,0,26,48,0.657534247
U13,"Hi U21!
No worries!  The holiday weekend threw me off.  I was in an area that did not have Internet.  I can't seem to work without it!  I appreciated your post and feedback.  Thank you for the response to my questions. I am always receptive to what other people think as it stimulates my thinking.  Thanks again!!!!  :)",1,0,0,0,0,3,1,0,0,0,22,49,0.671232877
U6 ,"This is a great conversation thread! I started writing and then stepped away for a few hours to have dinner with the family and came back to so many more ideas and posts.
I feel that culture is a mixture of what you have witnessed, the people you have known or encountered, the places you have traveled along with your beliefs, familial situations, and experiences. I feel like my culture is in a constant state of flux, always changing, growing and shaping me into the person I am today and will be tomorrow and while I agree with Gary Fine when he says that culture is shared by “members of an interacting group” I still believe there are very individualistic attributes as well.  Growing up with several sets of parents over the course of my childhood and teenage years and at one point having no parents have impacted my idea of culture significantly and made me into the kind of person who can adapt quickly to new cultures and loves experiencing life through the eyes of others.
While I used to think of eLearning as being a strictly online course with discussion posts to communicate, I have recently discovered it takes more than an internet connection and a computer to be a part of an eLearning community. Like Marion stated, “there needs to be an attempt to engage the learner through activities, discussions, interactions, etc.” and those interactions and activities often have a way of reflecting each person’s culture. I feel that each person’s culture is reflected in the way we learn, especially in the online environment. There are many instances in online course discussions where I have witnessed a clique form in the discussion boards or other times the posts were very similar to Facebook posts which I feel is in agreement with U21 in her statement that “Americans are more individualistic.” It is interesting how our lifestyles, beliefs and social norms are reflected in the learning environment.  
As for the question posted by U13, ""would developing eLearning and teaching models which match to the user's perception promote acceptance to eLearning in different cultures?"" I think the answer is yes. I teach people who work in vehicle maintenance or a parts room capacity and have learned that people are more receptive to me because I have actually worked in a shop or parts room, I know the lingo and can give relatable examples because I understand that culture. I feel the same would be true in other situations and especially in the eLearning environment, it would be useful because people will have a better time relating to the modules and course.   ",0,3,1,0,1,18,6,3,0,3,53,50,0.684931507
U3 ,"Hi U13,
Interesting question in the end. I really appreciated that quote that you put by Kopholklang, that ""culture flashes on the goodness that acknowledges, practices, and passes from one to later generations"". For your last question, my take is that developing eLearning and teaching models that match to the users' perceptions is certainly better than teachings that do not match the users' perceptions. To add onto that, it is important for the users to recognize the instructional designers' intentions on understanding and promoting the users' cultures. I believe that in order for a teaching to be effective, it needs to be a collaboration between the instructional designers and the learners, especially in a highly interactive learning environment such as eLearning. What I meant was that, when the learners are given the flexibilities to express their cultural differences in interactive learnings, and when the learners are actually encouraged to bring in cultural diversity into a collaborative learning environments, the learners will feel appreciated and respected, which in turn could results in learners helping the teachers and other learners to build a supportive and inclusive learning communities.
This is such an interesting point that is worth discussing.
U3 ",0,1,1,0,0,6,4,2,0,1,30,51,0.698630137
U22 ,"Wow, I am so impressed with everyone’s knowledge! You all are so awesome!  I enjoyed reading everyone’s post.  Sorry for my late reply, I had gone home to the reservation to see my grandmother who is 99 years old and diagnosed with an aggressive brain cancer.  There was no internet or phone service.
My simple definition of culture is our cultivation of what we learn from everyone around us but you all blew my mind with your definitions—from U16’s beliefs, ideas, and traditions, U13’s idea of inheriting culture, U5’s hair analogy (love it), U15’s 3 areas of our meaning of culture and U20’s positive and negative impact on culture.  You all made me think more. I take in so much from everyone here and I am constantly learning. Thank you.
I think elearning began in the late 80s when the internet (WorldWideWeb) became available to the online world. I remember when the internet became available in Zimmerman library and you could look up anything with results in seconds; there were chat rooms for anything and everything and people learned from other people a new skill, learned about another culture, learned another language, etc. I, now, have friends in Turkey; I learned a little bit of Turkish; I even visited the country all because of the internet and now someone there may know a Navajo word or two. Since then we have progressed to web conferencing, videos, facetime, taking online classes.  Like U12, this is my first time taking an online class and it has been an eye opener, maybe it’s my age, but I’m finding myself trying to figure out stuff that I feel I should already know being that I work in the library and we always keep up with technology. It took me forever to figure out the headset to work with my computer in hopes that my web conferencing would work when we first met online.  Sheesh! 
Which leads me to U13’s question, would developing eLearning and teaching models which match to the user's perception promote acceptance to eLearning in different cultures.  Yes, I think it can but I’m on the same wave length as U17 regarding costs and the complexities. It depends on the situation.  It worked for the kids who did online learning in the Australian video. There weren’t many children and I wondered about the costs involved to get the school going and for it to be successful.  I went home this past weekend and I wasn’t able to receive internet or phone service on the reservation.  As I watched the video, I thought about the possibility of a replication of an online component on the reservation but that poses so much difficulty in funding, getting phone service to some houses or communities and then knowing the Navajo culture and integrating that within the teaching model, so complex.
I spoke with someone the other day about generations and technology.  The person said my generation (I’m 55) uses Facebook for reconnecting with old friends from college and family; we knew what it was like to not have a computer or iPhone; we would prefer to call and use email and even mail a letter. His generation (age 25) uses texting and other social media like tweeter, Instagram, some Facebook and Tumblr (fandoms) and they’re savvy with technology and not afraid to use it.  The current generation relies on technology, handheld devices, use snapchat in place of texting and Facebook and they may be more cognizant of their safety on the internet and protect themselves using snapchat so it doesn’t get saved and used against them. They have fake Facebook accounts, one for their small circle of friends and one for family, friends not in their circle (parent’s friends, teachers, sibling’s friends) and public. That in itself is a lot to think about when teaching, the teaching models used and considering the integration of culture in elearning. ",1,0,1,0,3,11,5,5,1,7,67,52,0.712328767
U15 ,"U22,
I feel like you and I were having similar conversations about interfacing with technology, and generation differences!
My parents were visiting from out of state this past week and my dad (80) wants a new tablet, however he only wants the one he has had before (out of date) because he knows how to navigate it and get frustrated easily when he can't figure out something.  My son let him borrow his iPad and would simply help him/fix whatever was wrong, and my dad would be stunned that a 13 year old could figure it out so easily.  As you said, digital natives totally jump right in!  
With U13's question, I wonder how we overcome those who want to be a part of an eLearning community be don't understand, or are easily frustrated by the technology. And what about generational differences/culture? ",1,2,1,0,0,10,7,7,1,0,39,53,0.726027397
U6 ,"Hello U22,
I like your question about how to overcome the generational differences and have a lot of experience in this. I train various computer systems to people who have worked most of their lives with their hands or operating equipment. Technology is not only frustrating to them, but they are so afraid to mess something up that it takes tons of patience and encouragement to get them to try to use it. I have learned to find things they are interested in and start by showing them how to use Google or something relevant to their lives to help them gain confidence. I can usually build lessons based on their interests, needs, and skills to help them learn to take chances and try new things. I am amazed at how much progress we can make when I stop focusing on the end result and just help them to explore areas of interest until they are more comfortable and ready to tackle the programs they need to learn for their job.",0,2,0,0,0,5,4,1,0,0,34,54,0.739726027
U22 ,"Thanks U15 and U6 for sharing experiences.  I like your idea U6 of starting with something familiar or relevant that the user is knowledgeable about or is interested in searching.  I work with people (homeless, older people and some people who don't own a computer or phone) in the library who come up to the desk asking how to look up something because they don't know how to use the computer. They also don't know we have computers to use for an hour a day so we register them and we'll try to show them how to use the mouse, how to navigate the internet, how to set up email etc. Often they do think they're going to break something, sometimes this takes consultation until they feel a bit comfortable with the computer. They eventually figure it out and they come back often with this new found knowledge and connecting to the world.  :)
U15...my mom is in the same boat trying to learn technology. My mother is 77. I was actually surprised at how fast she learned how to post on Facebook from her phone after I explained what to do via phone call. I tried to explain wireless, data usage, updates but that went over her head.  :)  She doesn't have a computer and she would like to learn but she says it would only frustrate her because no one would be around to help. She said the younger generation get frustrated and don't want to help because they're always in a hurry. They press a button, type, and press something else and they tell you the information and go without explaining. She's getting used to her phone now and her next step is iPad maybe. :) ",2,0,0,0,0,14,5,2,0,0,49,55,0.753424658
U5 ,"U13, 
I love that you clarified that culture is not inherited, rather it is learned throughout your life! There is a distinct difference in the generational cultures and their approach to eLearning. I think that we as eLearning Designers can do a better job of catering to that difference. eLearning focuses on closing the geographical distance but does little to cover the generational differences. Much of the difference between generational cultures is a polarization of values from the previous generation. When done thoughtfully, I think eLearning can bridge that gap and encourage collaborative learning for all ages of students. 
U5 ",0,0,2,0,0,4,3,3,0,0,22,56,0.767123288
U11,"I think culture is the roadmap by which we see, understand and navigate the world. It is concurrently specific to an individual and a linkage to others who share the same background, beliefs and learned behaviors (both overt and covert). Culture is almost entirely nurture based, as we learn through both explicit instruction and implicit behaviors of those around us. But I do wonder if there are parts of our personal cultures that are hardwired. For example, I decided to become a vegetarian at the age of 7. I am the only vegetarian in my family and no one I was exposed to at an early age was vegetarian. Once I made the link from what was on my plate to a living being I was not interested. Now, I definitely seek experiences and interactions that reflect the related values and behaviors…even though I’m uncertain where the outlook & behaviors came from in the first place. I’m torn even mentioning this as a cultural factor, but it does affect how I see, understand and navigate the world—and since that is my definition I’m including it.
 E-Learning is any learning that is done using electronic media rather than a face-to-face setting. At this point, I think I would even include non-internet based correspondence classes as they are likely to submit items via email or upload.
U13's Question: Would developing E-Learning and teaching models which match to the user's perception promote acceptance to E-Learning in different cultures?
 Yes and no. It would depend heavily on the type of class, the subject matter and the goal of the learning experience. In a local college class this, to my understanding, would work very differently than if we were creating training modules for a multinational organization.
 Regardless of I think that initially, matching the e-learning to the understood culture could ease the way into e-learning. It might be appropriate in introductory courses or modules—allowing students new to e-learning to engage more fully in the process. But ultimately we could lose out on learning if we don’t provide learners with the opportunity to negotiate cultural differences.",1,0,0,4,0,12,6,7,3,1,52,57,0.780821918
U9 ,"Erica,
Interesting point about the hardwired aspect of culture.  Your story about becoming a vegetarian at an early age makes us question; why, at such an early age, without others around to model the benefits, would a child choose to do this?  Your story has striking similarities to a family member, who also announced they would become the only vegetarian in the family at an early age and remain one into adulthood. 
I agree with your point that culture is nurture based, and I would think you may have been nurtured to evaluate, question and believe in yourself, which enabled you to make this lifestyle choice.
Thank you for sharing your story.  It helped me engage with the topic.
Joey
",1,2,0,0,0,7,2,1,0,0,28,58,0.794520548
U11 ,"Thank you for taking my example to a deeper level, Joey.
I'll have to take some time and properly consider if the characteristics you listed are indeed part of m familial culture. Off the top of my head, those aren't necessarily qualities I would have included in that description. However, your point about cultural aspects being so ingrained that they aren't easily recognizable to oneself is a point well made.",0,0,0,0,1,5,3,2,1,1,24,59,0.808219178
U8 ,"I could relate to David Matsumoto’s definition of culture. “The set of attitudes, values, beliefs, and behaviors shared by a group of people, but different for each individual, communicated from one generation to the next.”  In my experiences with family and friends within the Hispanic culture, my educational responsibilities are not recognized as high priority compared to family and friend events and responsibilities. There is not much understanding about what it takes to study and little empathy for the deadlines that are required of me to complete my education. I understand that there are family responsibilities that must come first, but I have little help juggling many hats. Because of a death in the family, my family responsibilities have since increased. I often feel like I am replacing family with school work, and I get a guilty feeling even though I realize the benefits to being educated.
I was curious to see if my reality of culture and education were similar. I found several resources that explain the culture of Hispanics within an education system.
An Eric Digest publication identifies cultural values that may impact the learning processes of Hispanic-American students. Family commitment is paramount, and the article described how a female Hispanic is perceived as nurturing and self-sacrificing. That certainly fit my reality of culture.
Moving to the textbook, I was able to identify my preferences regarding online learning. The following struck me as important:
•	Co-mentoring
•	Learner support
•	UDL
•	Feedback based assessment
•	Social Presence as a strong prediction of learner satisfaction
U8",1,2,0,0,2,10,5,3,1,1,29,60,0.821917808
U10 ,"Personally, I find it difficult to grasp the simple concept of culture because of its complexity. What adds to this complexity is that there are various sizes of culture. For example, the population of people who are significantly taller than an average person is less than those who are graduate students. As you mentioned, it is vital to be mindful of one’s cultural programing to in turn identify cultural differences. This is especially important when designing instruction for a specific culture (e.g., West Africans).",0,0,2,0,0,8,3,3,1,0,20,61,0.835616438
U18 ,"My initial definition for both culture and E-Learning is the following:
Culture is made up of the different experiences, interactions, and exposure one has encountered in  life. It can be influenced by a variety of things such as   family, friends, religion, education, environment, occupation, socioeconomic background, race, gender,  etc.  From these influences, it can dictate a persons' values, rituals, and traditions they have been accustomed to. 
After reading Chapter 2 from our class textbook, I learned culture has a  connection with cognition as well.  ""Culture shapes the cognitive processes of systems that transcend the boundaries of individuals.""(Gunawardena, Frechette, & Layne, 2019, pg.22) Because every participant in a collaborative setting plays a key role in the learning process, it is just as important to understand the cultural environments each person comes from. These cultural factors play a key role on how learners interact with one another when problem solving or gaining knowledge as a learning community. In retrospect, culture provides valuable resources and guidance when accomplishing goals as a group. 
E-Learning is a type of learning done virtually rather than face to face instruction. This type of learning requires a digital device and Internet connection in order to have access to the course. E-Learning can be convenient to the learner because it allows them to manage the course around their schedule. Furthermore, it allows students and instructors to participate in a course from different parts of the world. Therefore, classes can be made up of a diverse group in which culture plays a key role in student/instructor collaboration.
U13's Question: Would developing E-Learning and teaching models which match to the user's perception promote acceptance to E-Learning in different cultures?
Great question! I was thinking towards a question like this, basically how could E-Learning accommodate each learner and their cultural background. So to answer your question, yes I think developing it to where it would match each user's perception would promote acceptance of E-Learning in various cultures.
As we have learned from the assigned reading, Globalized E-Learning Cultural Challenges, the design of the course is just as important as the actual content.""The purpose is to build mutual accommodation and respect for the culture of others in order to reach academic success."" (Edmundson, 2007, pg.10) This not only depends on the language being used within the course, but also how the course is designed for the learner. An example is how red text to the Chinese culture is interpreted as a ""warning"", in which changes how they interpret the context just because of the color it was presented in. Another great example was that Arabic language is read from right to left instead how native English speakers read left to right. These are just two examples on how building a culturally-sensitive OLE (Online Learning Environment) is significant to the learning experience. 
If E-Learning was capable of matching each user's perception, this would help breakdown those barriers that are encountered in an OLE. I am curious to see if anyone has any ideas on how this could be possible or if it has happened with E-Learning? ",1,1,0,0,2,12,7,7,1,5,51,62,0.849315068
U23 ,"This is quite an interesting discussion on what culture means to each of us and the ways in which it influences our actions, beliefs, ideals, etc.. For the most part, I agree with U13's definition of culture in that we are all products of our environment and that we are sculpted individually by the circumstances and experiences of our lives. Indeed, most of us are predefined (both internally and externally) by the cultures in which we were brought up. As an American, I am well-aware of the ways in which values/beliefs such as self-sufficiency, individualism, and 'manifest destiny' have influenced my development and worldview. While I strive to be aware of my cultural biases and control for them, upon introspection I often find that they are still highly prevalent in the way in which I interact with the world around me. 
Additionally, the definition (and reflections) on culture from many of you mirrors my own in that it suggests the development (and prevalence of) wisdom within our respective communities. While we all have unique upbringings, belief structures, and identities, a common thread that I have noticed is that these values and beliefs about culture can often be similarly applied to those who we deem to be ""wise"" within our communities. We discuss aspects of knowledge, community-mindedness, and norm-expression, which are all discussed in our readings this week regarding wisdom, 'wise communities,' and the WISCOM framework. To me, culture and wisdom go hand-in-hand. Culture, in a general framework, sets the standard for who we are, strive to be, and what is expected of us within various social groups and roles. As such, someone who encompasses these beliefs, ideals, etc., is seen as 'wise' due to their abilities to navigate and communicate within these roles/norms. I am curious, therefore, about the universiality of wisdom across communities; as we saw in Gunawardena, Frechette, & Layne (2019), wisdom is a concept that is recognized across cultures and communities throughout the world (with varying definitions and expectations) and while there is a common thread across these definitions, I cannot help but assume that someone who is deemed 'wise' in one culture may not be similarly seen in another. In this way, wisdom, like culture, is contextually-dependent.
In terms of e-Learning, I would agree that it is a form of education that occurs within the digital/online environment (as many of you have stated). Simply put, it is distance education supported by a digital communication medium. For me, I do not see the distinction between ""learning"" and ""e-Learning"" as relevant anymore considering the speeds at which we can interact online these days; the idea of e-Learning (to me) suggests asynchronous and piecemeal learning within an online framework which, while relevant a decade ago, is not representative of the capabilities of today. 
To elaborate, connectivity today allows us to communicate in real-time across the world. This goes far beyond simply chatting or a Skype call in that we can now work collaboratively on large, data-intensive processes regardless of geographic distance. A scientist in China can control a robot on the US East Coast with little-to-no lag time between command and execution; when it comes to education, this means that we can learn together as a class with minimal technical problems and complete even the most robust assignments in real-time (controlling for any logistical issues of course). 
There is the issue (opportunity) of culture within the e-Learning environment that we must discuss. While we have discussed (and attempted to minimize) the opportunities of e-Learning within the contemporary online environment, this has simply allowed us to better examine/appreciate the differences in personal culture/learning preferences of learners. Without the limitations of 'classic' e-Learning, we are now able to experience online learning on the same terms as learning in the classroom wherein we can engage with individuals as more than a name on the screen in some theoretical place we have never seen or (perhaps) ever heard of. 
On a final note, I agree with U14 that e-Learning strikes me as a ""buzzword"" from a time past when organizations learned the potential of decentralized and digitally-driven education in the workplace. As suggested above, the term ""e-Learning"" feels foreign and clunky as I don't feel that it adequately captures the essence of online/distance learning as an equal to traditional classroom learning. Perhaps this is from my upbringing which looked upon online education with derision as an inferior form of education to in-person learning.",0,1,0,1,2,19,5,6,2,2,60,63,0.863013699
