,#,LB,Post,PhI/A,Ph/B,Ph/C,Ph/D,Ph/E,PhII/A,PhII/B,PhII/C,PhIII/A,PhIII/B,PhIII/C,PhIII/D,PhIII/E,PhIV/A,PhIV/B,PhIV/C,PhIV/D,PhIV/E,PhV/A,PhV/B,PhV/C
55,Post 5_1_1_1,B,"Eva, I was thinking about the use of the word culture in terms of this attainable but lofty (and socio-economically motivated) goal and how it came to be such a narrow expression as well!",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
56,Post 5_1_1_1_1,E,Yes! Hope we'll have more opportunity to discuss. I'd be interested how culture influences your writing especially in diverse genres it must reveal itself differently?,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
57,Post 5_1_1_1_1_1,B,"I have written characters from different cultures and different time periods and I have to say, the most helpful thing (besides research, obviously) to writing them with cultural sensitivity, is to really learn to detach from my own ego (to go a little Buddhist on you!). Like, if you can just start out a blank slate and just absorb another culture without any thoughts of what it says about your own culture, it feels more genuine. At least, that's what I hope has happened, haha!",0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
58,Post 5_1_1_1_1_1_1,E,"Interesting, Michelle - that's actually the foundation for the Core Synchronism work I do (it's similar to craniosacral), I can only scan and work with cerebrospinal fluid on mental/emotional/physical planes when I disengage and just ask that person's Core to guide me to places of friction.
I know in the writing I've done, it's going into the five senses, which pulls you out of your cerebral space - and I've learned a lot of that doing homeopathic intakes, because it's in the five senses that you are able to get to the client's actual state, rather than letting them rationalize and you go into conjecture rather than presenting symptoms..
I look forward to reading something of yours - famous last words looking at the stack of to be read books on various tables throughout the house...",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
59,Post 5_2,I,"Hello, Eva.  I like your view on how eLearning can create a safe space.  I have been in classes where one or two people dominate the [physical] classroom and pretty much, no one else will speak up because they will feel they will be bullied if they do.  However, I have noticed the same type of individuals in online courses, and even though they still strongly state their view points in the discussion forum, because 1) we are governed by strict netiquette rules, and 2) people can ignore these individuals if they choose, 3) substantial written participation is required in discussions, I feel that everyone truly has a chance to have themselves heard -kind of what Mark was stating regarding eLearning rules.  I have gotten to ""hear"" a lot of different view points I would have otherwise never had a chance to be spoken had those discussions been held face-to-face.",0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,Post 5_2_1,E,"Thanks, Michelle! When you lay it out like that I have to think about the different goals in COI vs WisCom - former being more self-reflexive but still serving the community, while latter is prefaced on contributions being made to build the community. And in both cases, the rules, as you pointed out Mark had established, are necessary - which I suppose ties into authentic learning, because everyone is eager to stick to rules in order to solve a problem. Look forward to continuing the discussion.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61,Post 6,J,"In an education class I took there was a reading where the author had an interesting metaphor about culture. They said that it was like the air you breathe or the water around a fish.  It was saying that it is so ubiquitous that everything you do is affected by it, and if to natives of that culture it can be invisible to them. Other than that culture is pretty much everything: language, food, religion, art, music, symbols, priorities, gestures, economy, etc...
I think eLearning is a way to teach someone a class or a skill digitally.  I think it also includes a management system that collects work, tracks, sends correspondence, and/or certifies the person who completed the class. This is how it would differentiate from just traditional educational media, which can also be digital.",4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,Post 6_1,K,"Megan, I agree with your statement that to a native, culture is generally invisible.  I have found that travel and exposing myself to other cultures is a good way to ""open my eyes"" to my own culture.",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,Post 6_1_1,E,"Dixie, I like how you took Meagan's apt definition and then reflected it back - while othering can be negative in some contexts, I think taking the time to look at other cultures and then think about one's own can lead to an internal/external dialog that has so many positive and constructive touch points.",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,Post 6_1_1-1,J,"Yeah, I agree, being able to travel is a great thing!",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,Post 7,B,"Electronic learning is the process of acquiring information or skills through modern technology. While what first comes to mind is the notion of a student in front of a computer watching a teacher in another part of town, another part of the country, or another part of the world explain and instruct a topic, as I examine this image, I immediately realize how it's only one facet of e-learning. 
In today's culture, we are all e-learners and many of us have powerful computers in our pockets, able to teach us something at a moment's notice. YouTube is a prime example of this. Gone, in large part, are the days of buying a manual for how to repair your car. With a few good search words, you can find numerous videos showing you how to change a tire, replace a headlight, and even much more complex techniques. Ebook sales are outstripping traditionally printed books and there are many websites where you can simply read a book online instead of downloading it for use in a device like Kindle. Seasame Street has taught young children the alphabet, numbers, and how to be kind for more than 50 years. Netflix is filled with documentaries about astrophysics, cooking, alien abductions, and how to de-clutter your home. The Duolingo app on my phone quizzes me on Spanish words. Skillshare is an online subscription service offering thousands of pre-recorded classes.
We have more access to learning than any other culture in our planet's history. It's so common that it has become second nature and when we use the word ""e-learning,"" most people revert to my original image: that of a formal, live, online class.
Two concepts of culture come to mind when I try to write a definition for this word. The first is a reference to a person's social heritage: the stories and traditions that develop among a group of people. This may be as broad as the history of an ethnicity or tribe or race, or as specific as the recounting of a family's experiences or the mores of a corporation. Culture in this definition is often expressed through how a person dresses, the food they eat, the music they listen to, the way they dance. But it is also, I believe, deeply rooted in their personal identity. For example, I am an American, but if I travel or even move to Arizona, I would say I'm New Mexican because that is how I feel inside, even though I might know Phoenix like the back of my hand (is that even possible?) and cheer for the Cardinals. My native Phoenician neighbor and I might both be American, but she's an Arizonan and I'm a New Mexican.
It occurs to me that we use the word culture to also identify those traits that make someone somehow loftier in terms of education and access to things like art and music. The image that comes to mind (perhaps it's from a movie?) is of well-dressed people attending the opera or an art exhibit opening, sipping champagne and acting very ""cultured."" I think this context also applies to ""cultured pearls,"" so in these examples, culture means polished or rarefied. In my movie, the people are generally white and it makes me wonder if ""culture"" as a polish takes the place of the deeper culture of family history and societal connections that perhaps were lost.",3,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,Post 7_1,A ,"Hi Michelle,
I really like how you defined culture based on your personal experiences. I agree that when I think of culture I automatically think of food, language, religion, dress, and ethnicity. This is the generic definition used in textbooks that you find in elementary schools and one of the NM social studies standards for teaching focuses on teaching students that culture is all about language, customs, and religion. 
I was also interested in your definition of culture in terms of status and from a critical perspective. Now that I think about it, we do use the word culture as a sign of power and high status. This is definitely something to consider as we continue discussing what the word ""culture"" means. ",1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,Post 7_1_1,B,"I know I went a bit off on a tangent with the other definition/use of culture (that's my English geek side coming out) but I figure, anything that makes us more aware of any unrealized biases can only help us learn to be better educators",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,Post 7_2,E,"Rahim AlHaj, an oud player from Iran in an interview was saying the only two states he could imagine having moved to in the US when he had to leave his home country were Louisiana and New Mexico, and he elaborated that a distinct cuisine and rich cultural offerings/arts were prerequisite to him to identify something as having culture.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,Post 7_3,F,I realy like how you mentioned culture being a reference to someone's social heritage. I feel like this is really important because it definitely influences who we become as a person,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,Post 7_4_1,G,"Tanya, I also believe that eLearning involves a formal, on-line class.  And, in my post, I described this semester as my first experience with eLearning.  But, upon reflection, that really isn't true.  This is my first formal, on-line class.  But, I have used computers and other electronic technology in learning and training many times before.  A simulator could be considered eLearning, I suppose. ",0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
71,Post 7_5,P,"Michelle, Great post! I agree with your comments about your first thoughts when it comes to Electronic Learning. Great insights about YouTube and educational shows! This is something that I think is easily looked over. I agree that we have so many opportunities that we don't even realize right at our fingertips. 
",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,Post 8,I,"I would define culture as the culmination of all dominant and non-dominant aspects of society that influence institutions (on a societal level) and individuals (on a psychological level).  However, I do not think how cultures affect societies and individuals are a one-way street.  For example, religions are part of culture, but other institutions, such as governments and economics, can influence them.  The same with people, which is how sub-cultures can form.  

I think eLearning as many people think of it, is a medium by which learning is delivered.  For example, I am old enough to remember telecourses, where we had to watch community college lectures on local cable channels or watch VHS tapes (wow, I'm old).  However, I think with interactive technologies nowadays, it can be so much more.  I have sat through some horrible online courses, where they are essentially the same dry lectures with no real interaction, and I have been throughly engaged in dynamic courses with lively class discussions and workshops.  I think that much like an in-class experience, eLearning can be more than a medium to deliver the traditional banking model of education remotely.",1,0,1,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
73,Post 8_1,A ,"Hi Michelle, 

Both you and Michelle M. made interesting points about seeing culture from a critical perspective. I agree that dominant cultures influence all aspects of life from religion, education, government, and other ideologies. For example, there is a notion that the United States was built on Christian principles that have influenced how our government works and even our work ethic. This is definitely something to consider as we start thinking about putting our cultural beliefs aside when we develop instruction to make it equitable for everyone. 

I like your concluding statement regarding eLearning; I agree that we have to move away from that banking model of education which is what is starting to happen as teachers are moving to eLearning. eLearning, in my opinion, can be the key to transforming our broken education system, but I am concerned that we are continuing to stick to our old ways of teaching which is going to cause further problems in terms of equity and accessibility. I feel like it is important that we start putting aside our cultural beliefs and be open to changes and new ways of teaching. ",4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,Post 8_1_1,I,"Hello, Melissa.  Although hesitant 15 years ago, I am very excited about the possibility eLearning brings.  Especially after reading some of the posts from our peers, it may be a greatest factor in creating equal opportunity.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,Post 8_1_2,B,"Hey, you're not old just because you can remember using VHS! (I can too!). And I agree about how an online course can be just as dry and unrewarding as an inperson course, but the potential for a dynamic learning environment still exists, we just need to figure out how to break though that screen barrier!",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,Post 8_1_2_1,I,"Hello, Michelle.  Screen barrier - love it (the term, not the obtacle, lol)!  I have had some instructors break through it.  However, they also seem the type that would have also made an in-person class interesting.  As Mark brought up, I think eLearning has gotten a bad wrap because it was not used correctly in the beginning.  I think awesome instructors + new technology will help shatter the barrier.  Let's do this!",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,Post 9_1,E,"Tanya, love your hodgepodge culture definition and I so agree! Moving back and forth between Germany and the US, I've felt lacking in true cultural identity but in fact, it's the sum of the various bits I've been exposed to that creates another layer I am seeing reflected in my children with whom I discuss culture and identity a lot. Now that my daughter is studying in Hawaii, she is looking at another layer of culture she thought she had understood living in NM, going to public school, engaging with a diverse cohort, but it presents altogether differently in island indigenous culture. Really fascinating. Thank you.",0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,Post 9_1_1,I,"Eva, I grew up exclusively in the US and I still felt a lack of cultural identity until probably after college when I studied my mom's genealogy and learned about our Mexican heritage. I identified so strongly with that side of me...until I took one of those DNA ancestry tests and discovered that while my grandmother's family lived for generations in Mexico, they were Spanish/Europeans who really didn't assimilate/intermarry much. I instantly felt adrift, which I know is silly, but the European/American side of me felt somehow lacking in what I see as cultural identity. ",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,Post 9_1_1_1,E,"Interesting, so is there also something self-reflexive in a quest for cultural identity because we want to belong? In the post-WWII German generation I find it interesting how many young people in distancing themselves from German/Nazi/Third Reich history and trying to attempt an anti-nationalist stance, in fact turned to looking for sects to join, leaving Germany to pursue esoteric studies - Germans literally show up everywhere there's a New Age movement. Just throwing that out there.

I appreciate that sense of feeling ""adrift"" because it speaks to the ability to be vulnerable, the space in which we actually make connections.",0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,Post 9_1_2_1,E,I'm glad you liked my hodgepodge culture definition. I wasn't quite sure how to explain it. I really like your description of layers of culture and how that applies in your life. That make so much sense and gives me a new way to describe experience.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
81,Post 10,F,"When I think of the term culture what comes to mind is a group of people’s beliefs, values, norms, knowledge and customs. The term culture is not one that is easy to define because it encompasses many things. When I think of the term eLearning I think of online learning and learning that takes place through the use of technology and does not occur in a face to face situation. Culture and eLearning are related because one’s learning is influenced by their beliefs, values, customs, community, and their overall environment. One learns by drawing connections with what they know and have experienced.",1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,Post 10_1,A ,"I agree that there's not a clear cut definition of culture as I view it as an array of different things. It's like the umbrella of all the things you mentioned: beliefs, values, norms, knowledge, and customs. I completely agree that the way we construct our knowledge is based on our cultural beliefs and that is going to influence how we teach as well.",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,Post 10_1_1,F,"You made a good point about how it will influence how we teach as well, this is something I forgot to include in my original post. I will definitely have to include it in my definition of culture.",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
84,Post 11,O," would describe culture as the underlying abstract forces and motivations in a group that help to inform and guide the beliefs, values, atmosphere, and life choices of the people immersed within it. It manifests in all areas of a persons life including how one defines and maneuvers through life and interactions with others. Different influential people and situations can cause culture to shift or evolve. Sometimes the evolution is a result of conflicting aspects of the current culture which can diverge into new groups. Culture then influences the concrete artifacts of life such as language, music, arts etc. which are things that continue to reinforce the feelings of understanding and belonging of those in the group.
When I think of eLearning I feel like it’s a process of figuring out how to build relationships and understanding without the physical and continual proximity we normally have with others we are forming relationships with. So we have to rely on other formats of communicating and exchanging ideas and information to do so. The reinforcing aspects of human physical contact and sharing plays a huge role in the building of culture and belonging so those aspects have to be captured and maintained in other ways in order for it to be successful.
In thinking about how the two concepts relate, I feel that it is about understanding the commonalities, goals and motivations of those in the group. Both also require a recognition and willingness to do the work that is necessary to build understanding and the feeling of belonging and growth within the group in order to meet individual and group needs.",6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,Post 11_1,A ,"I love your take on what eLearning means! We are taking the standard definition and adding the lack of physical and continual proximity that comes with this type of learning with an emphasis on utilizing other forms of communication. I agree with your response regarding the relationship between culture and eLearning and I can see how goals, motivation, and commonalities will lead to successful eLearning as well as frequent collaboration and empathizing with everyone who is a part of the eLearning process. 

You also mentioned that successful culture-building focuses on building physical relationships, but I would like to add that you can build a culture online as you can create a relationship with people through online communication. Thanks to social media, text messaging, video games, and other online platforms people are building new cultures as they are connecting with different people and creating relationships that don't require any physical contact or proximity.",2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,Post 11_1_1,O,I agree that you can and I am learning the nuances of what that can look like. I have spent my life working with others on reading and interacting with tiny humans to help build some of the skills we need to be successful as adults navigating a social world...this is a whole new context for me and I am excited to learn more about this side of culture-building!,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
87,Post 11_1_1_1,A ,I agree that you can and I am learning the nuances of what that can look like. I have spent my life working with others on reading and interacting with tiny humans to help build some of the skills we need to be successful as adults navigating a social world...this is a whole new context for me and I am excited to learn more about this side of culture-building!,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
88,Post 11_2,B,I really identify with your comment about eLearning needing to figure out the in-person cues and communications that make a (good) in-person class dynamic. I'm realizing I have some preconceived notions about eLearning!,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
89,Post 11_2_1,O,"I completely relate Michelle! As an early childhood professional who manages, coaches, and mentors teachers I am so used to the face to face with children and adults...reading body language, cues, building communication skills etc. I have so much to learn about eLearning. We did remote learning with preschoolers and toddlers while we were closed and it was amazing to see their engagement....",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
90,Post 12,Justin Owens,"Culture to me includes a vast array of influences on a person which develops how they view themselves as well as how others view them. These influences include beliefs, norms, language, religion, nationality, color, education level, the community in they were raised, traditions, music, food, and many more. People’s cultures will only become more dynamic as more people from different backgrounds continue to bring their cultures together and pass them down to their offspring.

ELearning is the process by which individuals learn through a variety of electronic mediums to include video, audio, text. It does not always need to be at a distance, however, it is becoming more popular and efficient for teaching and learning to be conducted over the internet.

Culture is related to eLearning as it is a major component to consider when developing online content that will be utilized by a variety of people from different backgrounds. An example of a cultural consideration in developing online content is that of whether the anticipated audience is generally from a high context or low context culture. If they are from a low context culture, such as western countries, they may be used to all information needed to understand the subject material to be explained in writing. Where in a high context culture, like many Asian countries, the audience may be more familiar with learning material that comes with contexts such as tone and body gestures.",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,Post 12_1,A ,"I think you accurately summarized the relationship between culture and eLearning. Ultimately, we have to consider who we are creating content for and how their culture affects their learning. I appreciate you bringing up high and low context cultures because this is not something we consider when we are developing content. Instructors usually design according to what they think is best, without taking into account their audience. That is why getting to know our audience is important that way we can go back and modify our content to make it accessible to everyone. Thank you for your insight!",2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,Post 12_1_1,B,What Melissa said! My thoughts exactly.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,Post 12_2,E,"Like Melissa, I appreciate this high/low context consideration you bring up. This is new terminology for me but it addresses exactly aspects of culture I have struggled with moving between continents and countries. It also is a helpful way of what I have found so challenging in the translation work (especially literary translation and art related texts) over the last three and a half decades because aside from cultural connotations that complexity of going from high to low and vice-versa is really challenging without adding pages of explanatory footnotes. Thank you for bringing this up!",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,Post 12_3,G,"Like Melissa, I appreciate this high/low context consideration you bring up. This is new terminology for me but it addresses exactly aspects of culture I have struggled with moving between continents and countries. It also is a helpful way of what I have found so challenging in the translation work (especially literary translation and art related texts) over the last three and a half decades because aside from cultural connotations that complexity of going from high to low and vice-versa is really challenging without adding pages of explanatory footnotes. Thank you for bringing this up!",0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,Post 13,P,"I believe that eLearning happens throughout the day, most days. There are many different forums and sites that individuals can access and learn from, without even trying to learn. In an academic setting, this is an eLearning course. There are many apps and forms of social media that are not intended to ""teach"", but end up doing so. There are easily accessible tutorials on Facebook, Youtube, Pinterest, etc., which is so neat. These are often easy to access and do not cost money, which is even better because that means there is more potential for a wider audience to be reached. We are accessing the course lectures and assignments all through electronics. I prefer in-person learning, I like sitting in a classroom and seeing my professor and classmates, but at this time that is not possible. 

Similarly to eLearning, culture can have multiple meanings and can be expressed differently. To me culture is influenced by my upbringing and family/social norms. Some things that seem normal to me, may be foreign to others. I think it is important to learn about other cultures and be accepting even if something is different than the way I do something. ",5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,Post 13_1,E,"Alexis, I'm trying to read Teaching Crowds parallel to class work and reading and it's exactly that principle of myriad learning opportunities that don't even feel like learning which also define what eLearning can be. Seems like so much potential to reframe the model and make it enriching, especially by looking at learning in problem-based/problem-solving contexts so there are tangible outcomes. 

I noticed my greatest concern with these many online opportunities is also the inherent danger of capitalist manipulation/brainwashing through advertising, which is driven by a profit-oriented model, and associated biases being reinforced. While in-person learning can do all of that as well based on the materials used, there seems to be more control as well as space to convey the importance of critical thinking. I'm struggling with this issue.",0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,Post 13_2,J,"I liked when you brought up eLearning throughout the day. Earlier this week, after writing a post about my experiences with eLearning, I realised that there were probably a dozen instances I had not thought of at the time I had written it. Learning online has already become ubiquitous before COVID, it became more obvious after.",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,Post 14,N,"I'm sorry, I confused this with the journal posting! But here's my answer:


From what I understand from prior studies and experience, I believe culture can be defined as the conglomerate of people/experiences/places/heritage that contributes to a person's creation of self. It includes the influences of such things as family, community, language, socioeconomic status, race, gender, and society. One of the most fascinating aspects of culture for me is the dichotomy between individualistic and collectivistic cultures.

My definition of eLearning begins first with the understanding of learning. For me, I see learning as a process whereby one takes in information, makes connections to that new information, and then shapes it into meaning based on prior knowledge and personal interpretation. Elearning, whether formal or informal,  then layers on the use of electronic materials to span distance divides between teacher and student, such as internet, various online platforms, streaming, and hardware such as laptops/chromebooks.",4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,Post 14_1,M,"I think I am in the same boat as you were this week. I like your description of culture.

Heritage and experiences definitely reflect how culture is perceived within a community. Also, the people, who make culture, is a great way to see how culture is understood. I look at the Untied States and we have so many community cultures within American culture. For example, different religions, ethnicity, and hobbies around the country help shape those cultural norms.",1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,Post 14_2,G,"I think I am in the same boat as you were this week. I like your description of culture.

Heritage and experiences definitely reflect how culture is perceived within a community. Also, the people, who make culture, is a great way to see how culture is understood. I look at the Untied States and we have so many community cultures within American culture. For example, different religions, ethnicity, and hobbies around the country help shape those cultural norms.",2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,Post 14_3,B,Rebecca I did exactly the same thing!,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,Post 15,M,"Culture seems like it has a broad meaning. One that could be defined differently when examined within different cultures around the world. For example, I think culture in America is based around our Constitutional freedoms. Many Americans take pride in having the opportunity do make choices about their daily life, especially within their family. Others feel much differently because of the availability of resources within lower SES communities. Either way, there is a place to belong in a community where culture is rich in description.

eLearning seems to me more commonly defined, in my opinion. Almost everyone learning anything right now is doing it electronically. eLearning can be performed in various ways, such as lectures, discussions forums and self-guided reading.",4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,Post 15_1,N,"Hi Laura, I'm so glad I'm not alone! I got confused with the journal assignment too and just followed the embedded instructions before I saw the instructions about wisdom when I was doing my double check that I got all the stuff done for the week today! Yeeks! Hopefully, it goes smoother from here on in.

I like how you point out that the definition of culture can be variable depending on the culture from which perspective it is being viewed. A bit meta, but definitely true! It is interesting how relevant eLearning is to everyone right now with CoVid 19 influencing our learning environments so much!

Thank you for your post, Becky",6,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,Post 15_2,F,"Culture seems like it has a broad meaning. One that could be defined differently when examined within different cultures around the world. For example, I think culture in America is based around our Constitutional freedoms. Many Americans take pride in having the opportunity do make choices about their daily life, especially within their family. Others feel much differently because of the availability of resources within lower SES communities. Either way, there is a place to belong in a community where culture is rich in description.

eLearning seems to me more commonly defined, in my opinion. Almost everyone learning anything right now is doing it electronically. eLearning can be performed in various ways, such as lectures, discussions forums and self-guided reading.",2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,Post 16,G,"I would define culture as the set of values and beliefs that a person uses as a framework for viewing and interacting with the world.  I think a lot of times it tends to get confused with geographic origin, race, ethnicity, spirituality, employment background, age or a number of other areas.  I think all of those things can contribute to a persons culture, but no one of them is the totality of their culture.  For example, I have heard people refer to the ""culture"" of where I grew up (Indiana) or where I live (New Mexico), but I really do not understand what that means when they say that:  There is a lot of diversity in both of those areas.  Indiana is where I grew up, but it doesn't define who I am.  

eLearning is something that is very new to me.  I would have to describe most of my experience with eLearning as really more of ""eTesting"" or ""eDocumenting"":  Where I work, it is used almost exclusively for compliance documentation. It is almost always an on-line power point presentation, followed by a multiple choice test.  I would describe actual eLearning as a non-traditional form of instruction that utilizes technology to overcome barriers of geography and time to allow greater access to education.  But, I may be way off base there.  As I said, this is my first real experience with it.  This class and the other one that I am taking on-line are very new and different to me.  

I think that culture and eLearning are related to each other in that effective eLearning must take into account a very wide range of cultures.  It is likely the widest range in existence.  When students have the potential to come from all stations of life and all corners of the world, that tends to negate a traditional model of education where students often share geographic location, age, employment background or other cultural influences.  I will be interested to see how the WisCom model addresses that:  It seems like a daunting task.",6,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,Post 16_1,E,"Your take on what eLearning should be able to do is compelling and the age factor only just stuck out for me. I don't know how facile most of you in the group are working with eBooks, but that has proven my biggest challenge over the last years in which I've taken online classes or even when I was taking an American Studies grad class a few years back and wanted to be more environmentally conscious about paper use, so I tried to work with some of our books in a kindle version. I feel disoriented and am trying to come up with solutions just to feel knowledge I am used to highlighting, transferring to index cards or notebooks, copying etc. slips away in electronic form,  even with highlighting and note taking options - I imagine for a number of adult learners transitioning into eLearning this is something that could be addressed in some way - I don't know whether the authentic learning model could do that?",2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,Post 16_1_1,K,"It's interesting to see your thoughts on eBooks.  This is an issue that I have been struggling with as well, but I thought I was just not as tech-savy as other people.  I find it harder to go back to a specific item in an ebook, it is much easier to do with a paper book.  I have noticed that the supplier of the ebook makes a difference.  Some sites allow you to mark pages and highlight areas.  Some allow you to copy and paste the text to another document.  Some sites are more restrictive about these things.  By the time I am finished with my degree, I may figure this out!",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,Post 16_1_1_1,E,"Thank you, Dixie! I actually gave up on a sports nutrition program because of the inadequate resources. I would love to stay in touch and compare notes! I think it could be a valuable tutorial/community input/let's optimize this together kind of moment.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,Post 16_1_2,B,"Eva and Dixie--
I don't think the difficulty of eBooks is an age thing at all! There is lots of research about the brain/paper connection and retention. I simply have to have a hard copy of a book if I'm using it for research/learning, although I do enjoy my Kindle for my pleasure reading (that being said, I still remember books better if I've held the paper version in my hand). I don't know what the answer is for a trend toward eBooks.",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,Post 16_1_2_1,E,"Thanks, Michelle! I wind  up buying hard copies of everything and feeling guilty about the paper, though non-fiction science writer Priscilla Long at some point wrote that the cost of electronics was much higher than one imagined and paper, was, in fact, not as wasteful as one thought...",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,Post 16_1_3,F,"I too personally prefer to have a hard copy of the book I am reading. I have especially found this to be true for my textbooks for the OILS program. I like the hard copy of the book because as I'm reading I like to highlight and make notes to help me learn and remember what I am reading as well as make connections with it. I also go in and print all of the electronic articles that our professors post that way I can mark the text as I read them. I feel like when I can't do this I really struggle with making connections and remembering what I read. Students now days aren't being taught the same way the majority of us were growing up with highlighting, making index cards etc, so it has been interesting changing the way I teach to fit them and make it more technologically friendly and engaging. It is amazing to see how far we have come technologically since I was in high school just 13 years ago.",2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,Post 16_1_3_1,I,"Hello, all.  I wound up loving it once books came out on Kindle because as I had many science and math classes where the books were heavy and unwieldy.  I have a garage full of books I could not sell back that I am having a hard time throwing away because they are books.  That being said, some platforms are better than others.  I generally like the Kindle platform because it allows for highlighting and including your own notes.  I was never able to study/write using index cards, but I did see a flashcards option on the app.  I found the B&N app to be useless a few years ago when I tried it, but they may have improved it since then.  Now that our books are available for the OILS courses though the library, I will be playing with various note taking apps to see how to capture/mark up the pages.  I am open to suggestions if anyone has had success with particular apps.  With so many people replying to this particular issue, it seems like a good item to have as a dedicated and ongoing discussion thread.  Is anyone interested?",2,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
